timestamp	202001272006	202001272100	202001272200	202001272300	202001280000	202001280100	202001280200	202001280300	202001280400	202001280500	202001280600	202001280700	202001280800	202001280900	202001281000	202001281100
武汉	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42
黄冈	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
孝感	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
荆门	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
咸宁	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
荆州	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
随州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
襄阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
十堰	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
鄂州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
黄石	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宜昌	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
恩施州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
仙桃	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
天门	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
潜江	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
神农架林区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
广州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
深圳	2	2	3	3	3	3	3	3	3	3	3	3	4	4	4	4
佛山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
珠海	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
惠州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
阳江	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
中山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
湛江	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
清远	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
汕头	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
韶关	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
肇庆	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
揭阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
梅州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
东莞	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
汕尾	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
温州	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
杭州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
台州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宁波	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
嘉兴	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
绍兴	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
金华	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
衢州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
丽水	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
舟山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
湖州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
郑州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
信阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
周口	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
安阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
驻马店	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
漯河	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
商丘	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
新乡	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
平顶山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
三门峡	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
洛阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
开封	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
鹤壁	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
许昌	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
焦作	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
长沙	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
常德	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
岳阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
怀化	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
邵阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
益阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
娄底	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
株洲	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
郴州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
永州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
衡阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
湘潭	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
湘西自治州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
万州区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
云阳县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
开州区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
忠县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
两江新区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
长寿区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
大渡口区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
渝北区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
石柱县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
九龙坡区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
垫江县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
巫山县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
巫溪县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
江北区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
合川区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
永川区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
璧山区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
丰都县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
奉节县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
江津区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
綦江区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
铜梁区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
潼南区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
涪陵区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
巴南区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
大足区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
梁平区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
城口县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
秀山县	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
黔江区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南岸区	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
阜阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
合肥	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
马鞍山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
铜陵	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
芜湖	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
亳州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
安庆	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
六安	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
滁州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
黄山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
蚌埠	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宿州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宣城	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
淮北	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
淮南	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
池州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
成都	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
绵阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
广安	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
自贡	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
泸州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
南充	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
遂宁	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
达州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
内江	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
甘孜州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
雅安	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
乐山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
凉山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
资阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
德阳	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
眉山	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
宜宾	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
青岛	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
威海	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
济南	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
临沂	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
烟台	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
德州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
日照	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
济宁	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
滨州	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
菏泽	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
潍坊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
聊城	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
淄博	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
枣庄	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
泰安	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
海淀	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
